designacao,cre,alf_le_resultado,alf_le_meta_2026,alf_le_crescimento_esperado,alf_mat_resultado,alf_mat_meta_2026,alf_mat_crescimento_esperado,iderio_4_resultado,iderio_4_meta_2026,iderio_4_crescimento_esperado,iderio_5_resultado,iderio_5_meta_2026,iderio_5_crescimento_esperado,indicador_rendimento_ai_resultado,indicador_rendimento_ai_meta_2026,indicador_rendimento_ai_crescimento_esperado,iderio_8_resultado,iderio_8_meta_2026,iderio_8_crescimento_esperado,iderio_9_resultado,iderio_9_meta_2026,iderio_9_crescimento_esperado,indicador_rendimento_af_resultado,indicador_rendimento_af_meta_2026,indicador_rendimento_af_crescimento_esperado
515058,5,54.0,60.0,6.0,82.0,84.0,2.0,4.4,5.0,0.6,5.2,6.0,0.8,,,,,,,,,,,,
515059,5,85.0,87.0,2.0,100.0,100.0,0.0,5.2,5.8,0.6,5.8,6.4,0.6,,,,,,,,,,,,
515060,5,51.0,58.0,7.0,60.0,64.0,4.0,5.3,5.8,0.5,5.5,6.3,0.8,,,,4.0,4.7,0.7,4.7,5.3,0.6,,,
515061,5,67.0,71.0,4.0,54.0,60.0,6.0,5.4,5.9,0.5,5.5,6.3,0.8,,,,,,,,,,,,
515062,5,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.8,5.3,0.5,,,
515063,5,96.0,96.0,0.0,96.0,96.0,0.0,5.4,5.9,0.5,5.6,6.3,0.7,,,,,,,,,,,,
515064,5,,,,,,,,,,,,,1.0,0.99,0.0,,,,,,,,,
515501,5,77.0,80.0,3.0,88.0,90.0,2.0,6.0,6.1,0.1,7.4,7.5,0.1,,,,,,,,,,,,
515502,5,68.0,72.0,4.0,73.0,76.0,3.0,5.9,6.1,0.2,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
515503,5,65.0,70.0,5.0,90.0,91.0,1.0,5.9,6.0,0.1,5.7,6.3,0.6,,,,,,,,,,,,
622001,6,65.0,70.0,5.0,90.0,91.0,1.0,5.6,6.0,0.4,6.2,6.7,0.5,,,,,,,,,,,,
622002,6,76.0,79.0,3.0,75.0,78.0,3.0,5.4,5.9,0.5,6.2,6.7,0.5,,,,,,,,,,,,
622004,6,60.0,65.0,5.0,82.0,84.0,2.0,5.0,5.6,0.6,5.7,6.4,0.7,,,,,,,,,,0.99,0.99,0.0
622005,6,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.7,5.3,0.6,,,
622006,6,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.8,5.3,0.5,,,
622007,6,,,,,,,,,,,,,,,,4.9,5.2,0.3,5.7,5.8,0.1,,,
622008,6,70.0,74.0,4.0,61.0,65.0,4.0,5.7,6.0,0.3,6.0,6.5,0.5,,,,,,,,,,0.99,0.99,0.0
622009,6,,,,,,,,,,,,,,,,5.0,5.2,0.2,5.2,5.6,0.4,,,
622011,6,93.0,93.0,0.0,100.0,100.0,0.0,,,,,,,1.0,0.99,0.0,,,,,,,,,
622012,6,63.0,68.0,5.0,66.0,70.0,4.0,5.4,5.9,0.5,6.6,6.9,0.3,,,,,,,,,,,,
622014,6,,,,,,,,,,,,,,,,4.0,4.6,0.6,4.3,5.0,0.7,,,
622016,6,86.0,88.0,2.0,67.0,70.0,3.0,5.8,6.0,0.2,6.8,7.1,0.3,,,,,,,,,,,,
622017,6,61.0,66.0,5.0,73.0,76.0,3.0,5.6,5.9,0.3,5.6,6.3,0.7,,,,,,,,,,,,
622018,6,,,,,,,,,,,,,,,,4.9,5.1,0.2,4.6,5.2,0.6,,,
622019,6,,,,,,,,,,,,,,,,4.9,5.1,0.2,5.2,5.5,0.3,,,
622020,6,56.0,62.0,6.0,63.0,67.0,4.0,5.2,5.7,0.5,5.7,6.3,0.6,,,,,,,,,,,,
622021,6,65.0,70.0,5.0,72.0,75.0,3.0,5.8,6.1,0.3,7.0,7.2,0.2,,,,,,,,,,0.99,0.99,0.0
622022,6,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.6,5.2,0.6,,,
622023,6,60.0,65.0,5.0,74.0,77.0,3.0,5.3,5.8,0.5,5.6,6.3,0.7,,,,,,,,,,,,
622024,6,,,,,,,5.0,5.6,0.6,4.9,5.8,0.9,,,,3.9,4.6,0.7,3.9,4.8,0.9,,,
622025,6,87.0,88.0,1.0,97.0,97.0,0.0,5.2,5.8,0.6,5.7,6.3,0.6,,,,,,,,,,,,
622026,6,64.0,69.0,5.0,85.0,87.0,2.0,5.8,6.1,0.3,6.4,6.8,0.4,,,,,,,,,,,,
622027,6,47.0,54.0,7.0,79.0,82.0,3.0,5.9,6.0,0.1,6.2,6.6,0.4,,,,,,,,,,,,
622201,6,57.0,63.0,6.0,76.0,79.0,3.0,6.0,6.1,0.1,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
622203,6,90.0,91.0,1.0,98.0,98.0,0.0,6.3,6.2,0.0,6.3,6.8,0.5,,,,,,,,,,0.99,0.99,0.0
622204,6,73.0,76.0,3.0,58.0,62.0,4.0,5.8,6.1,0.3,6.9,7.2,0.3,,,,,,,,,,0.99,0.99,0.0
625001,6,54.0,60.0,6.0,96.0,96.0,0.0,6.3,6.2,0.0,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
625003,6,,,,,,,,,,,,,,,,4.3,4.9,0.6,4.9,5.4,0.5,,,
625004,6,82.0,84.0,2.0,75.0,78.0,3.0,5.9,6.1,0.2,5.8,6.5,0.7,,,,,,,,,,0.99,0.99,0.0
625005,6,,,,,,,,,,,,,,,,4.4,4.9,0.5,4.5,5.1,0.6,,,
625006,6,38.0,50.0,12.0,28.0,60.0,32.0,5.0,5.6,0.6,5.4,6.2,0.8,,,,,,,,,,0.99,0.99,0.0
625008,6,62.0,67.0,5.0,37.0,60.0,23.0,5.1,5.7,0.6,6.1,6.6,0.5,,,,,,,,,,,,
625009,6,65.0,70.0,5.0,84.0,86.0,2.0,5.0,5.6,0.6,5.9,6.5,0.6,,,,,,,,,,,,
625011,6,50.0,57.0,7.0,73.0,76.0,3.0,5.0,5.6,0.6,5.3,6.1,0.8,,,,,,,,,,,,
625013,6,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.7,5.2,0.5,,,
625014,6,,,,,,,,,,,,,,,,4.3,4.9,0.6,4.8,5.4,0.6,,,
625015,6,74.0,77.0,3.0,81.0,83.0,2.0,5.3,5.8,0.5,6.2,6.7,0.5,,,,,,,,,,,,
625016,6,69.0,73.0,4.0,64.0,68.0,4.0,5.4,5.9,0.5,5.9,6.5,0.6,,,,,,,,,,,,
625017,6,54.0,60.0,6.0,69.0,72.0,3.0,5.3,5.8,0.5,6.8,7.1,0.3,,,,,,,,,,,,
625018,6,,,,,,,,,,,,,,,,3.9,4.7,0.8,4.2,5.1,0.9,,,
625019,6,,,,,,,,,,,,,,,,3.8,4.6,0.8,4.2,4.9,0.7,,,
625020,6,66.0,70.0,4.0,73.0,76.0,3.0,5.6,6.0,0.4,6.1,6.6,0.5,,,,,,,,,,0.99,0.99,0.0
625022,6,61.0,66.0,5.0,64.0,68.0,4.0,5.5,5.9,0.4,6.1,6.6,0.5,,,,,,,,,,,,
625023,6,48.0,55.0,7.0,91.0,92.0,1.0,5.4,5.9,0.5,4.8,5.7,0.9,,,,,,,,,,,,
625024,6,66.0,70.0,4.0,79.0,82.0,3.0,,,,,,,1.0,0.99,0.0,,,,,,,,,
625025,6,75.0,78.0,3.0,77.0,80.0,3.0,5.5,5.9,0.4,6.3,6.8,0.5,,,,,,,,,,,,
625026,6,67.0,71.0,4.0,81.0,83.0,2.0,5.0,5.6,0.6,5.6,6.3,0.7,,,,,,,,,,,,
625027,6,,,,,,,5.0,5.6,0.6,5.5,6.2,0.7,,,,3.9,4.7,0.8,4.3,5.1,0.8,,,
625028,6,,,,,,,,,,,,,,,,4.7,5.1,0.4,5.2,5.5,0.3,,,
625029,6,68.0,72.0,4.0,100.0,100.0,0.0,5.5,5.9,0.4,5.5,6.2,0.7,,,,,,,,,,0.99,0.99,0.0
625030,6,,,,,,,,,,,,,,,,4.1,4.7,0.6,4.4,5.1,0.7,,,
625031,6,,,,,,,,,,,,,,,,3.8,4.6,0.8,4.2,5.1,0.9,,,
625032,6,73.0,76.0,3.0,75.0,78.0,3.0,5.6,6.0,0.4,6.2,6.7,0.5,,,,,,,,,,,,
625033,6,70.0,74.0,4.0,78.0,81.0,3.0,6.2,6.2,0.0,5.4,6.1,0.7,,,,,,,,,,0.99,0.99,0.0
625034,6,72.0,76.0,4.0,86.0,88.0,2.0,4.6,5.2,0.6,5.5,6.2,0.7,,,,,,,,,,,,
625035,6,51.0,58.0,7.0,89.0,90.0,1.0,4.8,5.4,0.6,5.5,6.3,0.8,,,,,,,,,,0.99,0.99,0.0
625041,6,,,,,,,,,,,,,,,,3.2,4.0,0.8,4.2,4.9,0.7,,,
625042,6,83.0,85.0,2.0,96.0,96.0,0.0,5.0,5.6,0.6,6.1,6.6,0.5,,,,,,,,,,,,
625204,6,70.0,74.0,4.0,96.0,96.0,0.0,4.5,5.1,0.6,5.3,6.1,0.8,,,,,,,,,,,,
625205,6,60.0,65.0,5.0,68.0,71.0,3.0,4.8,5.4,0.6,4.8,5.7,0.9,,,,,,,,,,0.99,0.99,0.0
625206,6,72.0,76.0,4.0,95.0,95.0,0.0,5.5,5.9,0.4,5.8,6.5,0.7,,,,,,,,,,,,
625501,6,54.0,60.0,6.0,82.0,84.0,2.0,5.6,6.0,0.4,5.0,5.9,0.9,,,,,,,,,,,,
625502,6,94.0,94.0,0.0,100.0,100.0,0.0,4.8,5.4,0.6,5.3,6.0,0.7,,,,,,,,,,,,
625503,6,84.0,86.0,2.0,91.0,92.0,1.0,5.3,5.8,0.5,6.7,7.0,0.3,,,,,,,,,,0.99,0.99,0.0
716001,7,58.0,64.0,6.0,36.0,60.0,24.0,6.3,6.2,0.0,7.2,7.3,0.1,,,,4.8,5.1,0.3,4.9,5.4,0.5,,,
716002,7,91.0,92.0,1.0,97.0,97.0,0.0,5.6,6.0,0.4,8.0,7.7,0.0,,,,,,,,,,,,
716003,7,,,,,,,,,,,,,,,,4.0,4.8,0.8,5.0,5.5,0.5,,,
716004,7,52.0,58.0,6.0,73.0,76.0,3.0,5.5,5.9,0.4,5.8,6.4,0.6,,,,,,,,,,0.99,0.99,0.0
716005,7,67.0,71.0,4.0,67.0,70.0,3.0,5.9,6.1,0.2,6.4,6.8,0.4,,,,,,,,,,0.99,0.99,0.0
716006,7,80.0,82.0,2.0,83.0,85.0,2.0,5.9,6.1,0.2,6.7,7.1,0.4,,,,,,,,,,,,
716007,7,,,,,,,,,,,,,,,,5.2,5.3,0.1,5.1,5.5,0.4,,,
716008,7,73.0,76.0,3.0,59.0,63.0,4.0,5.6,6.0,0.4,6.0,6.6,0.6,,,,,,,,,,,,
716009,7,75.0,78.0,3.0,69.0,72.0,3.0,5.7,6.0,0.3,6.4,6.9,0.5,,,,,,,,,,,,
716010,7,67.0,71.0,4.0,57.0,61.0,4.0,5.2,5.8,0.6,6.1,6.6,0.5,,,,,,,,,,0.99,0.99,0.0
716011,7,,,,,,,,,,,,,,,,4.4,5.0,0.6,5.0,5.5,0.5,,,
716012,7,,,,,,,,,,,,,,,,4.7,5.0,0.3,5.0,5.4,0.4,,,
716013,7,58.0,64.0,6.0,82.0,84.0,2.0,4.7,5.3,0.6,6.7,7.0,0.3,,,,,,,,,,,,
716014,7,42.0,50.0,8.0,47.0,60.0,13.0,5.0,5.6,0.6,5.8,6.5,0.7,,,,,,,,,,,,
716025,7,56.0,62.0,6.0,51.0,60.0,9.0,5.3,5.9,0.6,6.2,6.7,0.5,,,,,,,,,,,,
716026,7,,,,,,,,,,,,,,,,4.5,5.0,0.5,5.1,5.6,0.5,,,
716027,7,,,,,,,,,,,,,,,,4.4,5.0,0.6,4.7,5.5,0.8,,,
716028,7,70.0,74.0,4.0,66.0,70.0,4.0,,,,,,,0.98,0.99,0.01,,,,,,,,,
716029,7,74.0,77.0,3.0,53.0,60.0,7.0,5.3,5.8,0.5,6.5,7.0,0.5,,,,,,,,,,,,
716030,7,,,,,,,,,,,,,,,,4.3,4.8,0.5,4.8,5.3,0.5,,,
716031,7,,,,,,,,,,,,,,,,4.5,5.1,0.6,4.7,5.5,0.8,,,
716032,7,42.0,50.0,8.0,42.0,60.0,18.0,5.4,5.8,0.4,5.8,6.4,0.6,,,,4.1,4.8,0.7,4.6,5.2,0.6,,,
716033,7,,,,,,,,,,,,,,,,4.6,5.1,0.5,5.0,5.6,0.6,,,
716034,7,55.0,61.0,6.0,57.0,61.0,4.0,5.2,5.8,0.6,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
716035,7,,,,,,,,,,,,,,,,4.3,4.8,0.5,5.0,5.5,0.5,,,
716036,7,87.0,88.0,1.0,99.0,99.0,0.0,5.0,5.6,0.6,7.1,7.3,0.2,,,,,,,,,,,,
716037,7,66.0,70.0,4.0,46.0,60.0,14.0,5.7,6.0,0.3,6.9,7.2,0.3,,,,,,,,,,,,
716038,7,50.0,57.0,7.0,62.0,66.0,4.0,5.0,5.6,0.6,6.6,7.0,0.4,,,,,,,,,,0.99,0.99,0.0
716039,7,72.0,76.0,4.0,67.0,70.0,3.0,5.5,5.9,0.4,5.9,6.5,0.6,,,,,,,,,,0.99,0.99,0.0
716040,7,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.4,5.7,0.3,,,
716041,7,,,,,,,,,,,,,,,,3.4,4.2,0.8,3.7,4.7,1.0,,,
716042,7,85.0,87.0,2.0,79.0,82.0,3.0,5.6,6.0,0.4,6.8,7.1,0.3,,,,,,,,,,,,
716043,7,63.0,68.0,5.0,78.0,81.0,3.0,5.5,5.9,0.4,6.1,6.7,0.6,,,,,,,,,,0.99,0.99,0.0
716044,7,81.0,83.0,2.0,81.0,83.0,2.0,5.7,6.0,0.3,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
716045,7,,,,,,,,,,,,,,,,4.7,5.1,0.4,4.9,5.5,0.6,,,
716046,7,,,,,,,,,,,,,,,,4.9,5.1,0.2,5.6,5.8,0.2,,,
716047,7,,,,,,,,,,,,,,,,4.7,5.0,0.3,5.9,6.0,0.1,,,
716048,7,,,,,,,,,,,,,,,,4.1,4.7,0.6,4.7,5.3,0.6,,,
716049,7,63.0,68.0,5.0,78.0,81.0,3.0,5.4,5.9,0.5,6.6,7.0,0.4,,,,,,,,,,0.99,0.99,0.0
716051,7,54.0,60.0,6.0,48.0,60.0,12.0,5.8,6.0,0.2,6.8,7.0,0.2,,,,,,,,,,,,
716052,7,54.0,60.0,6.0,43.0,60.0,17.0,5.8,6.1,0.3,7.0,7.2,0.2,,,,,,,,,,0.99,0.99,0.0
716053,7,74.0,77.0,3.0,81.0,83.0,2.0,5.7,6.0,0.3,7.0,7.2,0.2,,,,,,,,,,,,
716054,7,,,,,,,,,,,,,,,,4.7,5.0,0.3,5.6,5.8,0.2,,,
716055,7,51.0,58.0,7.0,43.0,60.0,17.0,5.6,6.0,0.4,6.1,6.6,0.5,,,,,,,,,,,,
716056,7,,,,,,,,,,,,,,,,4.5,5.0,0.5,5.2,5.6,0.4,,,
716057,7,47.0,54.0,7.0,55.0,60.0,5.0,5.7,6.0,0.3,6.3,6.8,0.5,,,,,,,,,,0.99,0.99,0.0
716059,7,51.0,58.0,7.0,62.0,66.0,4.0,5.7,6.0,0.3,6.0,6.6,0.6,,,,,,,,,,,,
716060,7,60.0,65.0,5.0,63.0,67.0,4.0,5.6,5.9,0.3,6.7,7.0,0.3,,,,,,,,,,,,
716061,7,68.0,72.0,4.0,81.0,83.0,2.0,6.1,6.2,0.1,6.0,6.6,0.6,,,,,,,,,,0.99,0.99,0.0
716062,7,72.0,76.0,4.0,61.0,65.0,4.0,5.1,5.7,0.6,5.9,6.5,0.6,,,,,,,,,,0.97,0.97,0.0
716063,7,,,,,,,,,,,,,,,,5.1,5.2,0.1,5.5,5.7,0.2,,,
716065,7,88.0,89.0,1.0,100.0,100.0,0.0,4.9,5.5,0.6,6.0,6.6,0.6,,,,,,,,,,0.99,0.99,0.0
716066,7,74.0,77.0,3.0,73.0,76.0,3.0,5.6,5.9,0.3,6.5,6.9,0.4,,,,,,,,,,0.97,0.97,0.0
716067,7,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.1,5.5,0.4,,,
716068,7,82.0,84.0,2.0,93.0,94.0,1.0,5.2,5.7,0.5,6.0,6.6,0.6,,,,,,,,,,,,
716069,7,51.0,58.0,7.0,59.0,63.0,4.0,5.1,5.7,0.6,6.3,6.8,0.5,,,,,,,,,,,,
716071,7,70.0,74.0,4.0,81.0,83.0,2.0,6.6,6.3,0.0,6.7,7.0,0.3,,,,,,,,,,,,
716072,7,64.0,69.0,5.0,68.0,71.0,3.0,,,,,,,1.0,0.99,0.0,,,,,,,,,
716073,7,88.0,89.0,1.0,81.0,83.0,2.0,5.8,6.0,0.2,7.8,7.5,0.0,,,,4.8,5.1,0.3,6.1,6.2,0.1,,,
716075,7,57.0,63.0,6.0,80.0,82.0,2.0,5.3,5.9,0.6,6.2,6.8,0.6,,,,,,,,,,0.99,0.99,0.0
716076,7,74.0,77.0,3.0,76.0,79.0,3.0,5.2,5.8,0.6,6.2,6.8,0.6,,,,,,,,,,0.99,0.99,0.0
716077,7,71.0,75.0,4.0,87.0,89.0,2.0,,,,,,,0.99,0.99,0.0,,,,,,,,,
716078,7,78.0,81.0,3.0,93.0,94.0,1.0,,,,,,,1.0,0.99,0.0,,,,,,,,,
716079,7,71.0,75.0,4.0,65.0,69.0,4.0,5.3,5.8,0.5,6.4,6.9,0.5,,,,,,,,,,0.99,0.99,0.0
716080,7,,,,,,,,,,,,,,,,4.3,4.9,0.6,4.4,5.1,0.7,,,
716081,7,71.0,75.0,4.0,60.0,64.0,4.0,5.4,5.9,0.5,6.4,6.9,0.5,,,,,,,,,,,,
716082,7,53.0,59.0,6.0,51.0,60.0,9.0,5.7,6.0,0.3,5.7,6.4,0.7,,,,4.0,4.7,0.7,4.8,5.3,0.5,,,
716083,7,,,,,,,5.5,5.9,0.4,6.3,6.8,0.5,,,,5.0,5.2,0.2,4.7,5.3,0.6,,,
716084,7,49.0,56.0,7.0,64.0,68.0,4.0,5.8,6.0,0.2,5.8,6.4,0.6,,,,,,,,,,,,
716086,7,,,,,,,,,,,,,,,,5.2,5.3,0.1,5.3,5.7,0.4,,,
716203,7,55.0,61.0,6.0,64.0,68.0,4.0,5.2,5.8,0.6,5.4,6.2,0.8,,,,,,,,,,0.99,0.99,0.0
716204,7,45.0,52.0,7.0,48.0,60.0,12.0,4.9,5.5,0.6,5.6,6.5,0.9,,,,,,,,,,,,
716205,7,57.0,63.0,6.0,62.0,66.0,4.0,5.6,5.9,0.3,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
716207,7,76.0,79.0,3.0,93.0,94.0,1.0,5.5,5.9,0.4,6.5,6.9,0.4,,,,,,,,,,,,
716210,7,45.0,52.0,7.0,50.0,60.0,10.0,6.1,6.2,0.1,5.8,6.4,0.6,,,,4.5,4.9,0.4,5.3,5.6,0.3,,,
716211,7,59.0,64.0,5.0,61.0,65.0,4.0,4.7,5.3,0.6,5.5,6.2,0.7,,,,4.8,5.2,0.4,4.7,5.4,0.7,,,
716501,7,47.0,54.0,7.0,66.0,70.0,4.0,5.0,5.6,0.6,5.4,6.4,1.0,,,,3.3,4.1,0.8,4.2,5.1,0.9,,,
716502,7,86.0,88.0,2.0,100.0,100.0,0.0,5.5,5.9,0.4,7.2,7.3,0.1,,,,,,,,,,0.99,0.99,0.0
716503,7,55.0,61.0,6.0,61.0,65.0,4.0,5.2,5.8,0.6,5.6,6.3,0.7,,,,,,,,,,0.99,0.99,0.0
724001,7,91.0,92.0,1.0,100.0,100.0,0.0,,,,,,,1.0,0.99,0.0,,,,,,,,,
724002,7,92.0,93.0,1.0,87.0,89.0,2.0,5.8,6.0,0.2,6.4,6.8,0.4,,,,,,,,,,0.99,0.99,0.0
724003,7,53.0,59.0,6.0,59.0,63.0,4.0,,,,,,,0.99,0.99,0.0,,,,,,,,,
724004,7,,,,,,,,,,,,,,,,4.9,5.2,0.3,6.5,6.6,0.1,,,
724005,7,66.0,70.0,4.0,71.0,74.0,3.0,5.2,5.8,0.6,6.4,6.8,0.4,,,,,,,,,,0.99,0.99,0.0
724006,7,,,,,,,,,,,,,,,,5.6,5.7,0.1,5.9,6.0,0.1,,,
724007,7,76.0,79.0,3.0,90.0,91.0,1.0,6.1,6.2,0.1,7.1,7.2,0.1,,,,,,,,,,,,
724008,7,,,,,,,,,,,,,,,,5.0,5.2,0.2,5.5,5.8,0.3,,,
724009,7,90.0,91.0,1.0,97.0,97.0,0.0,5.8,6.0,0.2,6.6,6.9,0.3,,,,,,,,,,0.99,0.99,0.0
724010,7,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.4,5.7,0.3,,,
724011,7,71.0,75.0,4.0,96.0,96.0,0.0,5.3,5.8,0.5,5.4,6.2,0.8,,,,,,,,,,,,
724013,7,,,,,,,,,,,,,,,,4.9,5.2,0.3,5.0,5.6,0.6,,,
724014,7,84.0,86.0,2.0,83.0,85.0,2.0,6.2,6.2,0.0,7.2,7.3,0.1,,,,,,,,,,,,
724015,7,,,,,,,,,,,,,,,,4.7,5.0,0.3,5.3,5.6,0.3,,,
724016,7,55.0,61.0,6.0,66.0,70.0,4.0,5.6,6.0,0.4,,,,,,,,,,,,,,,
724017,7,58.0,64.0,6.0,54.0,60.0,6.0,,,,,,,1.0,0.99,0.0,,,,,,,,,
724018,7,83.0,85.0,2.0,80.0,82.0,2.0,5.3,5.8,0.5,6.5,6.9,0.4,,,,,,,,,,0.99,0.99,0.0
724019,7,,,,,,,5.2,5.8,0.6,6.3,6.8,0.5,,,,4.8,5.1,0.3,5.4,5.7,0.3,,,
724020,7,91.0,92.0,1.0,86.0,88.0,2.0,,,,,,,0.99,0.99,0.0,,,,,,,,,
724021,7,49.0,56.0,7.0,60.0,64.0,4.0,,,,,,,1.0,0.99,0.0,,,,,,,,,
724022,7,,,,,,,5.8,6.1,0.3,6.8,7.1,0.3,,,,5.5,5.6,0.1,5.5,5.8,0.3,,,
724023,7,90.0,91.0,1.0,93.0,94.0,1.0,6.3,6.2,0.0,7.0,7.2,0.2,,,,,,,,,,,,
724024,7,81.0,83.0,2.0,78.0,81.0,3.0,6.0,6.1,0.1,6.6,7.0,0.4,,,,,,,,,,0.99,0.99,0.0
724026,7,49.0,56.0,7.0,49.0,60.0,11.0,4.9,5.5,0.6,5.5,6.2,0.7,,,,,,,,,,,,
724027,7,65.0,70.0,5.0,68.0,71.0,3.0,5.8,6.0,0.2,6.5,6.9,0.4,,,,,,,,,,,,
724028,7,56.0,62.0,6.0,75.0,78.0,3.0,5.2,5.8,0.6,5.9,6.6,0.7,,,,4.6,5.1,0.5,5.2,5.7,0.5,,,
724030,7,89.0,90.0,1.0,89.0,90.0,1.0,5.4,5.9,0.5,6.7,7.0,0.3,,,,5.3,5.4,0.1,5.6,5.8,0.2,,,
724501,7,80.0,82.0,2.0,84.0,86.0,2.0,6.0,6.1,0.1,6.6,6.9,0.3,,,,,,,,,,0.99,0.99,0.0
724502,7,64.0,69.0,5.0,68.0,71.0,3.0,4.2,4.8,0.6,5.4,6.4,1.0,,,,,,,,,,0.97,0.97,0.0
734001,7,47.0,54.0,7.0,52.0,60.0,8.0,5.5,5.9,0.4,6.0,6.6,0.6,,,,,,,,,,,,
734002,7,68.0,72.0,4.0,96.0,96.0,0.0,5.1,5.7,0.6,6.4,6.9,0.5,,,,,,,,,,,,
734003,7,73.0,76.0,3.0,89.0,90.0,1.0,4.8,5.4,0.6,6.3,6.7,0.4,,,,,,,,,,0.99,0.99,0.0
734005,7,62.0,67.0,5.0,74.0,77.0,3.0,5.1,5.7,0.6,,,,,,,,,,,,,,,
734006,7,87.0,88.0,1.0,98.0,98.0,0.0,5.2,5.8,0.6,5.7,6.3,0.6,,,,,,,,,,,,
734007,7,,,,,,,,,,,,,,,,4.1,4.7,0.6,4.3,5.0,0.7,,,
734008,7,76.0,79.0,3.0,67.0,70.0,3.0,4.6,5.2,0.6,5.4,6.2,0.8,,,,,,,,,,,,
734009,7,,,,,,,,,,,,,,,,3.9,4.6,0.7,4.5,5.1,0.6,,,
734010,7,,,,,,,,,,,,,,,,4.1,4.7,0.6,4.8,5.3,0.5,,,
734501,7,65.0,70.0,5.0,85.0,87.0,2.0,4.9,5.5,0.6,6.6,7.0,0.4,,,,,,,,,,0.98,0.98,0.0
734502,7,61.0,66.0,5.0,65.0,69.0,4.0,4.6,5.2,0.6,5.3,6.2,0.9,,,,,,,,,,,,
817008,8,62.0,67.0,5.0,63.0,67.0,4.0,,,,,,,0.99,0.99,0.0,,,,,,,,,
817009,8,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.9,5.4,0.5,,,
817010,8,53.0,59.0,6.0,58.0,62.0,4.0,5.2,5.7,0.5,6.5,6.8,0.3,,,,,,,,,,,,
817011,8,41.0,50.0,9.0,44.0,60.0,16.0,5.2,5.8,0.6,6.0,6.6,0.6,,,,,,,,,,,,
817012,8,71.0,75.0,4.0,77.0,80.0,3.0,5.9,6.1,0.2,6.8,7.1,0.3,,,,,,,,,,,,
817013,8,86.0,88.0,2.0,86.0,88.0,2.0,5.4,5.9,0.5,6.7,7.1,0.4,,,,,,,,,,,,
817014,8,,,,,,,,,,,,,,,,3.9,4.6,0.7,4.2,5.0,0.8,,,
817015,8,71.0,75.0,4.0,72.0,75.0,3.0,5.5,6.0,0.5,6.6,7.0,0.4,,,,,,,,,,,,
817016,8,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.1,5.5,0.4,,,
817017,8,70.0,74.0,4.0,60.0,64.0,4.0,5.3,5.8,0.5,6.0,6.6,0.6,,,,,,,,,,,,
817018,8,,,,,,,,,,,,,,,,5.5,5.6,0.1,5.8,5.9,0.1,,,
817019,8,,,,,,,,,,,,,,,,4.1,4.8,0.7,4.3,5.1,0.8,,,
817020,8,,,,,,,,,,,,,,,,4.3,4.8,0.5,4.5,5.2,0.7,,,
817021,8,79.0,82.0,3.0,96.0,96.0,0.0,6.1,6.2,0.1,6.7,7.0,0.3,,,,,,,,,,,,
817022,8,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.2,5.6,0.4,,,
817023,8,80.0,82.0,2.0,70.0,73.0,3.0,5.4,5.9,0.5,6.1,6.6,0.5,,,,,,,,,,,,
817024,8,70.0,74.0,4.0,82.0,84.0,2.0,5.7,6.0,0.3,6.8,7.1,0.3,,,,,,,,,,,,
817027,8,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.1,5.5,0.4,,,
817028,8,,,,,,,,,,,,,,,,4.9,5.1,0.2,4.7,5.3,0.6,,,
817029,8,77.0,80.0,3.0,96.0,96.0,0.0,4.8,5.4,0.6,5.9,6.4,0.5,,,,,,,,,,,,
817030,8,83.0,85.0,2.0,73.0,76.0,3.0,5.7,6.0,0.3,6.2,6.7,0.5,,,,,,,,,,,,
817031,8,66.0,70.0,4.0,96.0,96.0,0.0,5.8,6.1,0.3,6.4,6.9,0.5,,,,,,,,,,,,
817032,8,63.0,68.0,5.0,64.0,68.0,4.0,5.3,5.8,0.5,5.9,6.5,0.6,,,,,,,,,,0.99,0.99,0.0
817033,8,,,,,,,,,,7.1,7.2,0.1,,,,,,,,,,,,
817034,8,62.0,67.0,5.0,100.0,100.0,0.0,4.9,5.5,0.6,4.8,5.8,1.0,,,,,,,,,,,,
817035,8,,,,,,,,,,,,,,,,4.1,4.8,0.7,4.2,5.0,0.8,,,
817036,8,70.0,74.0,4.0,79.0,82.0,3.0,5.6,6.0,0.4,5.9,6.5,0.6,,,,,,,,,,,,
